EXP	ALIGN	TF_UNIPROT_AC	TF_UNIPROT_ID	GTRD_CELL_TYPE_ID	GTRD_CELL_TYPE_NAME	BAD_GROUP_ID	BAD_GROUP_NAME	ENCODE	GEO_GSE	IS_CONTROL
EXP000128	ALIGN033167	Q01543	FLI1_HUMAN	290	EWS502 (Ewing sarcoma)	2259	EWS502__Ewing_sarcoma_@GSE31838	None	GSE31838	False
EXP000129	ALIGN033121	None	None	290	EWS502 (Ewing sarcoma)	2259	EWS502__Ewing_sarcoma_@GSE31838	None	GSE31838	True
EXP000132	ALIGN033198	Q01543	FLI1_HUMAN	472	HUVEC (umbilical vein endothelial cells)	2258	HUVEC__umbilical_vein_endothelial_cells_@GSE31838	None	GSE31838	False
EXP000133	ALIGN033199	None	None	472	HUVEC (umbilical vein endothelial cells)	2258	HUVEC__umbilical_vein_endothelial_cells_@GSE31838	None	GSE31838	True
EXP000134	ALIGN033194	P11473	VDR_HUMAN	557	LS180 (colon cancer)	2257	LS180__colon_cancer_@GSE31939	None	GSE31939	False
EXP000135	ALIGN033286	P11473	VDR_HUMAN	557	LS180 (colon cancer)	2257	LS180__colon_cancer_@GSE31939	None	GSE31939	False
EXP000136	ALIGN033195	P19793	RXRA_HUMAN	557	LS180 (colon cancer)	2257	LS180__colon_cancer_@GSE31939	None	GSE31939	False
EXP000137	ALIGN033196	P19793	RXRA_HUMAN	557	LS180 (colon cancer)	2257	LS180__colon_cancer_@GSE31939	None	GSE31939	False
EXP000140	ALIGN033213	Q9NQB0	TF7L2_HUMAN	557	LS180 (colon cancer)	2257	LS180__colon_cancer_@GSE31939	None	GSE31939	False
EXP000141	ALIGN033212	Q9NQB0	TF7L2_HUMAN	557	LS180 (colon cancer)	2257	LS180__colon_cancer_@GSE31939	None	GSE31939	False
EXP000142	ALIGN033215	P17676	CEBPB_HUMAN	557	LS180 (colon cancer)	2257	LS180__colon_cancer_@GSE31939	None	GSE31939	False
EXP000143	ALIGN033214	P17676	CEBPB_HUMAN	557	LS180 (colon cancer)	2257	LS180__colon_cancer_@GSE31939	None	GSE31939	False
EXP000144	ALIGN033217	Q99626	CDX2_HUMAN	557	LS180 (colon cancer)	2257	LS180__colon_cancer_@GSE31939	None	GSE31939	False
EXP000145	ALIGN033216	Q99626	CDX2_HUMAN	557	LS180 (colon cancer)	2257	LS180__colon_cancer_@GSE31939	None	GSE31939	False
EXP000146	ALIGN033097	None	None	557	LS180 (colon cancer)	2257	LS180__colon_cancer_@GSE31939	None	GSE31939	True
EXP000149	ALIGN033218	P08047	SP1_HUMAN	417	HCT-116 (colon carcinoma)	2319	HCT-116__colon_carcinoma_@GSE34791	None	GSE34791	False
EXP000177	ALIGN034283	P03372	ESR1_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	2296	MCF7__Invasive_ductal_breast_carcinoma_@GSE19013	None	GSE19013	False
EXP000178	ALIGN034291	P03372	ESR1_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	2296	MCF7__Invasive_ductal_breast_carcinoma_@GSE19013	None	GSE19013	False
EXP000190	ALIGN033263	Q01860	PO5F1_HUMAN	376	H1 (embryonic stem cells)	2255	H1__embryonic_stem_cells_@GSE20650	None	GSE20650	False
EXP000191	ALIGN033264	Q9H9S0	NANOG_HUMAN	376	H1 (embryonic stem cells)	2255	H1__embryonic_stem_cells_@GSE20650	None	GSE20650	False
EXP000192	ALIGN033261	P49711	CTCF_HUMAN	376	H1 (embryonic stem cells)	2255	H1__embryonic_stem_cells_@GSE20650	None	GSE20650	False
EXP000193	ALIGN033262	None	None	376	H1 (embryonic stem cells)	2255	H1__embryonic_stem_cells_@GSE20650	None	GSE20650	True
EXP000194	ALIGN033260	None	None	376	H1 (embryonic stem cells)	2255	H1__embryonic_stem_cells_@GSE20650	None	GSE20650	True
EXP000196	ALIGN033258	Q9Y462	ZN711_HUMAN	664	SH-SY5Y (neuroblastoma)	2321	SH-SY5Y__neuroblastoma_@GSE20673	None	GSE20673	False
EXP000200	ALIGN034254	Q92754	AP2C_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	2254	MCF7__Invasive_ductal_breast_carcinoma_@GSE21234	None	GSE21234	False
EXP000201	ALIGN034416	None	None	113	MCF7 (Invasive ductal breast carcinoma)	2254	MCF7__Invasive_ductal_breast_carcinoma_@GSE21234	None	GSE21234	True
EXP000202	ALIGN034252	Q16254	E2F4_HUMAN	335	GM06990 (female B-cells)	2253	GM06990__female_B-cells_@GSE21488	None	GSE21488	False
EXP000203	ALIGN033076	None	None	335	GM06990 (female B-cells)	2253	GM06990__female_B-cells_@GSE21488	None	GSE21488	True
EXP000204	ALIGN034250	Q92731	ESR2_HUMAN	74	U2OS (osteosarcoma)	2252	U2OS__osteosarcoma_@GSE21770	None	GSE21770	False
EXP000205	ALIGN034251	Q92731	ESR2_HUMAN	74	U2OS (osteosarcoma)	2252	U2OS__osteosarcoma_@GSE21770	None	GSE21770	False
EXP000206	ALIGN034248	None	None	74	U2OS (osteosarcoma)	2252	U2OS__osteosarcoma_@GSE21770	None	GSE21770	True
EXP000207	ALIGN034249	None	None	74	U2OS (osteosarcoma)	2252	U2OS__osteosarcoma_@GSE21770	None	GSE21770	True
EXP000208	ALIGN034442	None	None	396	H9 (embryonic stem cells)	2251	H9__embryonic_stem_cells_@GSE21916	None	GSE21916	True
EXP000209	ALIGN033257	Q01860	PO5F1_HUMAN	396	H9 (embryonic stem cells)	2251	H9__embryonic_stem_cells_@GSE21916	None	GSE21916	False
EXP000219	ALIGN034362	None	None	331	GIST48 (gastrointestinal stromal tumor)	2250	GIST48__gastrointestinal_stromal_tumor_@GSE22441	None	GSE22441	True
EXP000220	ALIGN034311	P50549	ETV1_HUMAN	331	GIST48 (gastrointestinal stromal tumor)	2250	GIST48__gastrointestinal_stromal_tumor_@GSE22441	None	GSE22441	False
EXP000222	ALIGN033154	P48431	SOX2_HUMAN	552	LN229 (glioblastoma)	2249	LN229__glioblastoma_@GSE23795	None	GSE23795	False
EXP000223	ALIGN034313	None	None	552	LN229 (glioblastoma)	2249	LN229__glioblastoma_@GSE23795	None	GSE23795	True
EXP000224	ALIGN034310	Q06546	GABPA_HUMAN	165	CD34+CD133+ hematopoietic progenitors	2248	CD34+CD133+_hematopoietic_progenitors@GSE24933	None	GSE24933	False
EXP000225	ALIGN033149	None	None	165	CD34+CD133+ hematopoietic progenitors	2248	CD34+CD133+_hematopoietic_progenitors@GSE24933	None	GSE24933	True
EXP000226	ALIGN033150	P17542	TAL1_HUMAN	509	Jurkat (T-cells)	2247	Jurkat__T-cells_@GSE25000	None	GSE25000	False
EXP000227	ALIGN033151	P17542	TAL1_HUMAN	743	proerythroblasts	2303	proerythroblasts@GSE25000	None	GSE25000	False
EXP000228	ALIGN034308	None	None	509	Jurkat (T-cells)	2247	Jurkat__T-cells_@GSE25000	None	GSE25000	True
EXP000231	ALIGN034257	P03372	ESR1_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	2281	MCF7__Invasive_ductal_breast_carcinoma_@GSE26083	None	GSE26083	False
EXP000232	ALIGN034256	P03372	ESR1_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	2281	MCF7__Invasive_ductal_breast_carcinoma_@GSE26083	None	GSE26083	False
EXP000233	ALIGN034255	P41182	BCL6_HUMAN	512	JURL-MK1 (chronic myelogenous leukemia)	2246	JURL-MK1__chronic_myelogenous_leukemia_@GSE26085	None	GSE26085	False
EXP000234	ALIGN034260	None	None	512	JURL-MK1 (chronic myelogenous leukemia)	2246	JURL-MK1__chronic_myelogenous_leukemia_@GSE26085	None	GSE26085	True
EXP000240	ALIGN033071	None	None	832	THP-1 (acute monocytic leukemia)	2245	THP-1__acute_monocytic_leukemia_@GSE27437	None	GSE27437	True
EXP000241	ALIGN033146	P11473	VDR_HUMAN	832	THP-1 (acute monocytic leukemia)	2245	THP-1__acute_monocytic_leukemia_@GSE27437	None	GSE27437	False
EXP000242	ALIGN033145	P11473	VDR_HUMAN	832	THP-1 (acute monocytic leukemia)	2245	THP-1__acute_monocytic_leukemia_@GSE27437	None	GSE27437	False
EXP000262	ALIGN034294	Q99717	SMAD5_HUMAN	470	pulmonary arterial smooth muscle cells	2300	pulmonary_arterial_smooth_muscle_cells@GSE28848	None	GSE28848	False
EXP000275	ALIGN034238	None	None	113	MCF7 (Invasive ductal breast carcinoma)	2242	MCF7__Invasive_ductal_breast_carcinoma_@GSE33804	None	GSE33804	True
EXP000276	ALIGN034237	P03372	ESR1_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	2242	MCF7__Invasive_ductal_breast_carcinoma_@GSE33804	None	GSE33804	False
EXP000278	ALIGN033054	Q9UBX2	DUX4_HUMAN	467	myoblasts	2241	myoblasts@GSE33838	None	GSE33838	False
EXP000279	ALIGN034246	None	None	467	myoblasts	2241	myoblasts@GSE33838	None	GSE33838	True
EXP000280	ALIGN034266	Q13950	RUNX2_HUMAN	129	LNCaP C4-2B (prostate carcinoma)	2240	LNCaP_C4-2B__prostate_carcinoma_@GSE33889	None	GSE33889	False
EXP000281	ALIGN034267	None	None	129	LNCaP C4-2B (prostate carcinoma)	2240	LNCaP_C4-2B__prostate_carcinoma_@GSE33889	None	GSE33889	True
EXP000287	ALIGN034265	P03372	ESR1_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	2285	MCF7__Invasive_ductal_breast_carcinoma_@GSE14664	None	GSE14664	False
EXP000288	ALIGN034263	P03372	ESR1_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	2285	MCF7__Invasive_ductal_breast_carcinoma_@GSE14664	None	GSE14664	False
EXP000289	ALIGN034264	P03372	ESR1_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	2285	MCF7__Invasive_ductal_breast_carcinoma_@GSE14664	None	GSE14664	False
EXP000290	ALIGN034284	P03372	ESR1_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	2285	MCF7__Invasive_ductal_breast_carcinoma_@GSE14664	None	GSE14664	False
EXP000292	ALIGN034285	Q9H3D4	P63_HUMAN	215	keratinocytes	2297	keratinocytes@GSE17611	None	GSE17611	False
EXP000293	ALIGN033117	Q9H3D4	P63_HUMAN	215	keratinocytes	2297	keratinocytes@GSE17611	None	GSE17611	False
EXP000294	ALIGN034282	O43474	KLF4_HUMAN	376	H1 (embryonic stem cells)	2295	H1__embryonic_stem_cells_@GSE17917	None	GSE17917	False
EXP000295	ALIGN034281	P01106	MYC_HUMAN	376	H1 (embryonic stem cells)	2295	H1__embryonic_stem_cells_@GSE17917	None	GSE17917	False
EXP000297	ALIGN033107	Q01860	PO5F1_HUMAN	376	H1 (embryonic stem cells)	2295	H1__embryonic_stem_cells_@GSE17917	None	GSE17917	False
EXP000298	ALIGN033266	P21675	TAF1_HUMAN	376	H1 (embryonic stem cells)	2295	H1__embryonic_stem_cells_@GSE17917	None	GSE17917	False
EXP000299	ALIGN033265	P14921	ETS1_HUMAN	510	Jurkat E6.1 (T-cells)	2239	Jurkat_E6_1__T-cells_@GSE17954	None	GSE17954	False
EXP000300	ALIGN033084	Q01196	RUNX1_HUMAN	510	Jurkat E6.1 (T-cells)	2239	Jurkat_E6_1__T-cells_@GSE17954	None	GSE17954	False
EXP000302	ALIGN033083	None	None	510	Jurkat E6.1 (T-cells)	2239	Jurkat_E6_1__T-cells_@GSE17954	None	GSE17954	True
EXP000306	ALIGN034273	P41235	HNF4A_HUMAN	430	HepG2 (hepatoblastoma)	2288	HepG2__hepatoblastoma_@GSE18989	None	GSE18989	False
EXP000307	ALIGN034272	P41235	HNF4A_HUMAN	430	HepG2 (hepatoblastoma)	2288	HepG2__hepatoblastoma_@GSE18989	None	GSE18989	False
EXP000308	ALIGN034271	Q14541	HNF4G_HUMAN	430	HepG2 (hepatoblastoma)	2288	HepG2__hepatoblastoma_@GSE18989	None	GSE18989	False
EXP000309	ALIGN033082	P05412	JUN_HUMAN	514	K562 (myelogenous leukemia)	2287	K562__myelogenous_leukemia_@GSE19545	None	GSE19545	False
EXP000310	ALIGN033201	P01100	FOS_HUMAN	514	K562 (myelogenous leukemia)	2317	K562__myelogenous_leukemia_@GSE19546	None	GSE19546	False
EXP000311	ALIGN033202	P01106	MYC_HUMAN	514	K562 (myelogenous leukemia)	2318	K562__myelogenous_leukemia_@GSE19547	None	GSE19547	False
EXP000324	ALIGN033174	P04637	P53_HUMAN	74	U2OS (osteosarcoma)	2308	U2OS__osteosarcoma_@GSE21939	None	GSE21939	False
EXP000325	ALIGN033173	P04637	P53_HUMAN	74	U2OS (osteosarcoma)	2308	U2OS__osteosarcoma_@GSE21939	None	GSE21939	False
EXP000326	ALIGN033176	P04637	P53_HUMAN	74	U2OS (osteosarcoma)	2308	U2OS__osteosarcoma_@GSE21939	None	GSE21939	False
EXP000327	ALIGN033175	P04637	P53_HUMAN	74	U2OS (osteosarcoma)	2308	U2OS__osteosarcoma_@GSE21939	None	GSE21939	False
EXP000328	ALIGN034365	P04637	P53_HUMAN	74	U2OS (osteosarcoma)	2308	U2OS__osteosarcoma_@GSE21939	None	GSE21939	False
EXP000329	ALIGN033170	P04637	P53_HUMAN	74	U2OS (osteosarcoma)	2308	U2OS__osteosarcoma_@GSE21939	None	GSE21939	False
EXP000342	ALIGN034293	None	None	340	GM10855 (female B-cells)	2238	GM10855__female_B-cells_@GSE22484	None	GSE22484	True
EXP000343	ALIGN034292	None	None	341	GM10861 (female B-cells)	2237	GM10861__female_B-cells_@GSE22484	None	GSE22484	True
EXP000344	ALIGN033123	P11473	VDR_HUMAN	340	GM10855 (female B-cells)	2238	GM10855__female_B-cells_@GSE22484	None	GSE22484	False
EXP000345	ALIGN033077	P11473	VDR_HUMAN	340	GM10855 (female B-cells)	2238	GM10855__female_B-cells_@GSE22484	None	GSE22484	False
EXP000346	ALIGN033259	P11473	VDR_HUMAN	341	GM10861 (female B-cells)	2237	GM10861__female_B-cells_@GSE22484	None	GSE22484	False
EXP000347	ALIGN033152	P11473	VDR_HUMAN	341	GM10861 (female B-cells)	2237	GM10861__female_B-cells_@GSE22484	None	GSE22484	False
EXP000351	ALIGN034359	P15976	GATA1_HUMAN	598	megakaryocytes	2236	megakaryocytes@GSE24674	None	GSE24674	False
EXP000352	ALIGN034360	P23769	GATA2_HUMAN	598	megakaryocytes	2236	megakaryocytes@GSE24674	None	GSE24674	False
EXP000353	ALIGN034361	Q01196	RUNX1_HUMAN	598	megakaryocytes	2236	megakaryocytes@GSE24674	None	GSE24674	False
EXP000354	ALIGN034356	Q01543	FLI1_HUMAN	598	megakaryocytes	2236	megakaryocytes@GSE24674	None	GSE24674	False
EXP000355	ALIGN034357	P17542	TAL1_HUMAN	598	megakaryocytes	2236	megakaryocytes@GSE24674	None	GSE24674	False
EXP000356	ALIGN034358	None	None	598	megakaryocytes	2236	megakaryocytes@GSE24674	None	GSE24674	True
EXP000362	ALIGN033291	P37231	PPARG_HUMAN	832	THP-1 (acute monocytic leukemia)	2235	THP-1__acute_monocytic_leukemia_@GSE25426	None	GSE25426	False
EXP000363	ALIGN034459	P19793	RXRA_HUMAN	832	THP-1 (acute monocytic leukemia)	2235	THP-1__acute_monocytic_leukemia_@GSE25426	None	GSE25426	False
EXP000364	ALIGN034443	P17947	SPI1_HUMAN	832	THP-1 (acute monocytic leukemia)	2235	THP-1__acute_monocytic_leukemia_@GSE25426	None	GSE25426	False
EXP000365	ALIGN033221	None	None	832	THP-1 (acute monocytic leukemia)	2235	THP-1__acute_monocytic_leukemia_@GSE25426	None	GSE25426	True
EXP000369	ALIGN034393	None	None	396	H9 (embryonic stem cells)	2234	H9__embryonic_stem_cells_@GSE26097	None	GSE26097	True
EXP000370	ALIGN033053	O95936	EOMES_HUMAN	396	H9 (embryonic stem cells)	2234	H9__embryonic_stem_cells_@GSE26097	None	GSE26097	False
EXP000377	ALIGN034236	None	None	514	K562 (myelogenous leukemia)	2233	K562__myelogenous_leukemia_@GSE26439	None	GSE26439	True
EXP000379	ALIGN034239	P23511	NFYA_HUMAN	514	K562 (myelogenous leukemia)	2233	K562__myelogenous_leukemia_@GSE26439	None	GSE26439	False
EXP000380	ALIGN034309	P25208	NFYB_HUMAN	514	K562 (myelogenous leukemia)	2233	K562__myelogenous_leukemia_@GSE26439	None	GSE26439	False
EXP000392	ALIGN034396	P42224	STAT1_HUMAN	882	T-cells	2320	T-cells@GSE27158	None	GSE27158	False
EXP000393	ALIGN034397	P42224	STAT1_HUMAN	882	T-cells	2320	T-cells@GSE27158	None	GSE27158	False
EXP000394	ALIGN034398	Q14765	STAT4_HUMAN	882	T-cells	2320	T-cells@GSE27158	None	GSE27158	False
EXP000395	ALIGN034399	Q14765	STAT4_HUMAN	882	T-cells	2320	T-cells@GSE27158	None	GSE27158	False
EXP000396	ALIGN034400	P42229	STA5A_HUMAN	882	T-cells	2320	T-cells@GSE27158	None	GSE27158	False
EXP000397	ALIGN034401	P42229	STA5A_HUMAN	882	T-cells	2320	T-cells@GSE27158	None	GSE27158	False
EXP000398	ALIGN034394	P51692	STA5B_HUMAN	882	T-cells	2320	T-cells@GSE27158	None	GSE27158	False
EXP000399	ALIGN034395	P51692	STA5B_HUMAN	882	T-cells	2320	T-cells@GSE27158	None	GSE27158	False
EXP000406	ALIGN034409	P10275	ANDR_HUMAN	70	LNCaP (prostate carcinoma)	2232	LNCaP__prostate_carcinoma_@GSE28126	None	GSE28126	False
EXP000407	ALIGN033228	P10275	ANDR_HUMAN	70	LNCaP (prostate carcinoma)	2232	LNCaP__prostate_carcinoma_@GSE28126	None	GSE28126	False
EXP000408	ALIGN034372	P10275	ANDR_HUMAN	71	VCaP (prostate carcinoma)	2231	VCaP__prostate_carcinoma_@GSE28126	None	GSE28126	False
EXP000409	ALIGN033182	P10275	ANDR_HUMAN	71	VCaP (prostate carcinoma)	2231	VCaP__prostate_carcinoma_@GSE28126	None	GSE28126	False
EXP000410	ALIGN033160	None	None	70	LNCaP (prostate carcinoma)	2232	LNCaP__prostate_carcinoma_@GSE28126	None	GSE28126	True
EXP000411	ALIGN033159	None	None	71	VCaP (prostate carcinoma)	2231	VCaP__prostate_carcinoma_@GSE28126	None	GSE28126	True
EXP000414	ALIGN033158	Q15788	NCOA1_HUMAN	563	LY-2 (invasive ductal carcinoma)	2230	LY-2__invasive_ductal_carcinoma_@GSE28987	None	GSE28987	False
EXP000415	ALIGN033157	Q15788	NCOA1_HUMAN	563	LY-2 (invasive ductal carcinoma)	2230	LY-2__invasive_ductal_carcinoma_@GSE28987	None	GSE28987	False
EXP000416	ALIGN034324	None	None	563	LY-2 (invasive ductal carcinoma)	2230	LY-2__invasive_ductal_carcinoma_@GSE28987	None	GSE28987	True
EXP000423	ALIGN033104	Q06330	SUH_HUMAN	474	IB4 (lymphocytes)	2229	IB4__lymphocytes_@GSE29498	None	GSE29498	False
EXP000424	ALIGN033105	None	None	474	IB4 (lymphocytes)	2229	IB4__lymphocytes_@GSE29498	None	GSE29498	True
EXP000425	ALIGN033106	None	None	725	PC3 (prostate carcinoma)	2228	PC3__prostate_carcinoma_@GSE29808	None	GSE29808	True
EXP000426	ALIGN034289	P43268	ETV4_HUMAN	725	PC3 (prostate carcinoma)	2228	PC3__prostate_carcinoma_@GSE29808	None	GSE29808	False
EXP000427	ALIGN034290	P17535	JUND_HUMAN	725	PC3 (prostate carcinoma)	2228	PC3__prostate_carcinoma_@GSE29808	None	GSE29808	False
EXP000428	ALIGN033103	None	None	781	RWPE1 (prostate epithelial cells)	2227	RWPE1__prostate_epithelial_cells_@GSE29808	None	GSE29808	True
EXP000429	ALIGN034279	None	None	781	RWPE1 (prostate epithelial cells)	2227	RWPE1__prostate_epithelial_cells_@GSE29808	None	GSE29808	True
EXP000430	ALIGN034354	P14921	ETS1_HUMAN	781	RWPE1 (prostate epithelial cells)	2227	RWPE1__prostate_epithelial_cells_@GSE29808	None	GSE29808	False
EXP000431	ALIGN034352	Q06546	GABPA_HUMAN	781	RWPE1 (prostate epithelial cells)	2227	RWPE1__prostate_epithelial_cells_@GSE29808	None	GSE29808	False
EXP000432	ALIGN034355	P11308	ERG_HUMAN	781	RWPE1 (prostate epithelial cells)	2227	RWPE1__prostate_epithelial_cells_@GSE29808	None	GSE29808	False
EXP000433	ALIGN033168	P50549	ETV1_HUMAN	781	RWPE1 (prostate epithelial cells)	2227	RWPE1__prostate_epithelial_cells_@GSE29808	None	GSE29808	False
EXP000436	ALIGN033169	P17535	JUND_HUMAN	356	GM12878 (female B-cells)	2307	GM12878__female_B-cells_@GSE30399	None	GSE30399	False
EXP000437	ALIGN033281	P01100	FOS_HUMAN	356	GM12878 (female B-cells)	2307	GM12878__female_B-cells_@GSE30399	None	GSE30399	False
EXP000438	ALIGN033185	P61244	MAX_HUMAN	356	GM12878 (female B-cells)	2307	GM12878__female_B-cells_@GSE30399	None	GSE30399	False
EXP000439	ALIGN033183	P01106	MYC_HUMAN	356	GM12878 (female B-cells)	2307	GM12878__female_B-cells_@GSE30399	None	GSE30399	False
EXP000443	ALIGN033271	None	None	396	H9 (embryonic stem cells)	2226	H9__embryonic_stem_cells_@GSE31006	None	GSE31006	True
EXP000444	ALIGN033269	Q9H334	FOXP1_HUMAN	396	H9 (embryonic stem cells)	2226	H9__embryonic_stem_cells_@GSE31006	None	GSE31006	False
EXP000451	ALIGN034377	P49711	CTCF_HUMAN	92	BJAB (Burkitt lymphoma)	2225	BJAB__Burkitt_lymphoma_@GSE31485	None	GSE31485	False
EXP000452	ALIGN034375	None	None	92	BJAB (Burkitt lymphoma)	2225	BJAB__Burkitt_lymphoma_@GSE31485	None	GSE31485	True
EXP000453	ALIGN034374	P49711	CTCF_HUMAN	94	BL41(Burkitt lymphoma)	2224	BL41_Burkitt_lymphoma_@GSE31485	None	GSE31485	False
EXP000454	ALIGN034383	None	None	94	BL41(Burkitt lymphoma)	2224	BL41_Burkitt_lymphoma_@GSE31485	None	GSE31485	True
