EXP	ALIGN	TF_UNIPROT_AC	TF_UNIPROT_ID	GTRD_CELL_TYPE_ID	GTRD_CELL_TYPE_NAME	BAD_GROUP_ID	BAD_GROUP_NAME	ENCODE	GEO_GSE	IS_CONTROL
EXP062655	ALIGNS068645	P48431	SOX2_HUMAN	4502	2102EP (Embryonal carcinoma)	3910	2102EP__Embryonal_carcinoma_@GSE130519	None	GSE130519	False
EXP062656	ALIGNS068646	P48431	SOX2_HUMAN	4502	2102EP (Embryonal carcinoma)	3910	2102EP__Embryonal_carcinoma_@GSE130519	None	GSE130519	False
EXP036890	ALIGNS041968	P49711	CTCF_HUMAN	930	226LDM (normal breast luminal cells)	1166	226LDM__normal_breast_luminal_cells_@GSE102237	None	GSE102237	False
EXP036891	ALIGNS041969	P49711	CTCF_HUMAN	930	226LDM (normal breast luminal cells)	1166	226LDM__normal_breast_luminal_cells_@GSE102237	None	GSE102237	False
EXP040560	ALIGNS045638	O95365	ZBT7A_HUMAN	930	226LDM (normal breast luminal cells)	2264	226LDM__normal_breast_luminal_cells_@GSE103445	None	GSE103445	False
EXP040561	ALIGNS045639	O95365	ZBT7A_HUMAN	930	226LDM (normal breast luminal cells)	2264	226LDM__normal_breast_luminal_cells_@GSE103445	None	GSE103445	False
EXP039794	ALIGNS044872	P17010	ZFX_HUMAN	7	22RV1 (prostate carcinoma)	1928	22RV1__prostate_carcinoma_@_labs_michael-snyder___biosamples_ENCBS596KKM_	ENCSR246MLJ	None	False
EXP039943	ALIGNS045021	P49711	CTCF_HUMAN	7	22RV1 (prostate carcinoma)	2019	22RV1__prostate_carcinoma_@_labs_michael-snyder___biosamples_ENCBS626QQL_	ENCSR847XGE	None	False
EXP039762	ALIGNS044840	P49711	CTCF_HUMAN	7	22RV1 (prostate carcinoma)	1906	22RV1__prostate_carcinoma_@_labs_michael-snyder___biosamples_ENCBS822DIG_	ENCSR857PBV	None	False
EXP059583	ALIGNS065655	Q9Y4C1	KDM3A_HUMAN	7	22RV1 (prostate carcinoma)	3680	22RV1__prostate_carcinoma_@GSE109748	None	GSE109748	False
EXP059584	ALIGNS065656	P10275	ANDR_HUMAN	7	22RV1 (prostate carcinoma)	3680	22RV1__prostate_carcinoma_@GSE109748	None	GSE109748	False
EXP059585	ALIGNS065658	Q9Y4C1	KDM3A_HUMAN	7	22RV1 (prostate carcinoma)	3680	22RV1__prostate_carcinoma_@GSE109748	None	GSE109748	False
EXP059586	ALIGNS065659	P10275	ANDR_HUMAN	7	22RV1 (prostate carcinoma)	3680	22RV1__prostate_carcinoma_@GSE109748	None	GSE109748	False
EXP058180	ALIGNS063755	P51532	SMCA4_HUMAN	7	22RV1 (prostate carcinoma)	3606	22RV1__prostate_carcinoma_@GSE115615	None	GSE115615	False
EXP058181	ALIGNS063756	P51532	SMCA4_HUMAN	7	22RV1 (prostate carcinoma)	3606	22RV1__prostate_carcinoma_@GSE115615	None	GSE115615	False
EXP049186	ALIGNS054268	P10275	ANDR_HUMAN	7	22RV1 (prostate carcinoma)	2861	22RV1__prostate_carcinoma_@GSE120738	None	GSE120738	False
EXP049187	ALIGNS054269	P10275	ANDR_HUMAN	7	22RV1 (prostate carcinoma)	2861	22RV1__prostate_carcinoma_@GSE120738	None	GSE120738	False
EXP049252	ALIGNS054334	P10275	ANDR_HUMAN	7	22RV1 (prostate carcinoma)	2861	22RV1__prostate_carcinoma_@GSE120738	None	GSE120738	False
EXP058393	ALIGNS063968	P55317	FOXA1_HUMAN	7	22RV1 (prostate carcinoma)	3636	22RV1__prostate_carcinoma_@GSE123565	None	GSE123565	False
EXP058394	ALIGNS063969	P55317	FOXA1_HUMAN	7	22RV1 (prostate carcinoma)	3636	22RV1__prostate_carcinoma_@GSE123565	None	GSE123565	False
EXP058395	ALIGNS063970	P14859	PO2F1_HUMAN	7	22RV1 (prostate carcinoma)	3636	22RV1__prostate_carcinoma_@GSE123565	None	GSE123565	False
EXP058396	ALIGNS063971	P14859	PO2F1_HUMAN	7	22RV1 (prostate carcinoma)	3636	22RV1__prostate_carcinoma_@GSE123565	None	GSE123565	False
EXP000727	ALIGNS034446	P10275	ANDR_HUMAN	7	22RV1 (prostate carcinoma)	114	22RV1__prostate_carcinoma_@GSE14092	None	GSE14092	False
EXP030735	ALIGNS034031	P10275	ANDR_HUMAN	7	22RV1 (prostate carcinoma)	479	22RV1__prostate_carcinoma_@GSE40050	None	GSE40050	False
EXP030736	ALIGNS034032	P10275	ANDR_HUMAN	7	22RV1 (prostate carcinoma)	479	22RV1__prostate_carcinoma_@GSE40050	None	GSE40050	False
EXP033679	ALIGNS038555	P10275	ANDR_HUMAN	7	22RV1 (prostate carcinoma)	799	22RV1__prostate_carcinoma_@GSE58478	None	GSE58478	False
EXP033680	ALIGNS038556	P10275	ANDR_HUMAN	7	22RV1 (prostate carcinoma)	799	22RV1__prostate_carcinoma_@GSE58478	None	GSE58478	False
EXP033681	ALIGNS038557	P10275	ANDR_HUMAN	7	22RV1 (prostate carcinoma)	799	22RV1__prostate_carcinoma_@GSE58478	None	GSE58478	False
EXP048914	ALIGNS053996	P55317	FOXA1_HUMAN	7	22RV1 (prostate carcinoma)	2818	22RV1__prostate_carcinoma_@GSE80742	None	GSE80742	False
EXP048915	ALIGNS053997	P55317	FOXA1_HUMAN	7	22RV1 (prostate carcinoma)	2818	22RV1__prostate_carcinoma_@GSE80742	None	GSE80742	False
EXP048920	ALIGNS054002	P10275	ANDR_HUMAN	7	22RV1 (prostate carcinoma)	2818	22RV1__prostate_carcinoma_@GSE80742	None	GSE80742	False
EXP048921	ALIGNS054003	P10275	ANDR_HUMAN	7	22RV1 (prostate carcinoma)	2818	22RV1__prostate_carcinoma_@GSE80742	None	GSE80742	False
EXP048922	ALIGNS054004	P10275	ANDR_HUMAN	7	22RV1 (prostate carcinoma)	2818	22RV1__prostate_carcinoma_@GSE80742	None	GSE80742	False
EXP048992	ALIGNS054074	P10275	ANDR_HUMAN	7	22RV1 (prostate carcinoma)	2831	22RV1__prostate_carcinoma_@GSE85558	None	GSE85558	False
EXP048993	ALIGNS054075	P10275	ANDR_HUMAN	7	22RV1 (prostate carcinoma)	2831	22RV1__prostate_carcinoma_@GSE85558	None	GSE85558	False
EXP048994	ALIGNS054076	P55317	FOXA1_HUMAN	7	22RV1 (prostate carcinoma)	2831	22RV1__prostate_carcinoma_@GSE85558	None	GSE85558	False
EXP048995	ALIGNS054077	P55317	FOXA1_HUMAN	7	22RV1 (prostate carcinoma)	2831	22RV1__prostate_carcinoma_@GSE85558	None	GSE85558	False
EXP048996	ALIGNS054078	Q14541	HNF4G_HUMAN	7	22RV1 (prostate carcinoma)	2831	22RV1__prostate_carcinoma_@GSE85558	None	GSE85558	False
EXP048997	ALIGNS054079	Q14541	HNF4G_HUMAN	7	22RV1 (prostate carcinoma)	2831	22RV1__prostate_carcinoma_@GSE85558	None	GSE85558	False
EXP049017	ALIGNS054099	P10275	ANDR_HUMAN	7	22RV1 (prostate carcinoma)	2835	22RV1__prostate_carcinoma_@GSE86456	None	GSE86456	False
EXP049018	ALIGNS054100	P10275	ANDR_HUMAN	7	22RV1 (prostate carcinoma)	2835	22RV1__prostate_carcinoma_@GSE86456	None	GSE86456	False
EXP049019	ALIGNS054101	P10275	ANDR_HUMAN	7	22RV1 (prostate carcinoma)	2835	22RV1__prostate_carcinoma_@GSE86456	None	GSE86456	False
EXP049020	ALIGNS054102	P10275	ANDR_HUMAN	7	22RV1 (prostate carcinoma)	2835	22RV1__prostate_carcinoma_@GSE86456	None	GSE86456	False
EXP049390	ALIGNS054472	P10275	ANDR_HUMAN	7	22RV1 (prostate carcinoma)	2893	22RV1__prostate_carcinoma_@GSE94013	None	GSE94013	False
EXP049391	ALIGNS054473	P10275	ANDR_HUMAN	7	22RV1 (prostate carcinoma)	2893	22RV1__prostate_carcinoma_@GSE94013	None	GSE94013	False
EXP049392	ALIGNS054474	P10275	ANDR_HUMAN	7	22RV1 (prostate carcinoma)	2893	22RV1__prostate_carcinoma_@GSE94013	None	GSE94013	False
EXP049393	ALIGNS054475	P10275	ANDR_HUMAN	7	22RV1 (prostate carcinoma)	2893	22RV1__prostate_carcinoma_@GSE94013	None	GSE94013	False
EXP049394	ALIGNS054476	O60885	BRD4_HUMAN	7	22RV1 (prostate carcinoma)	2893	22RV1__prostate_carcinoma_@GSE94013	None	GSE94013	False
EXP049395	ALIGNS054477	O60885	BRD4_HUMAN	7	22RV1 (prostate carcinoma)	2893	22RV1__prostate_carcinoma_@GSE94013	None	GSE94013	False
EXP049396	ALIGNS054478	O60885	BRD4_HUMAN	7	22RV1 (prostate carcinoma)	2893	22RV1__prostate_carcinoma_@GSE94013	None	GSE94013	False
EXP049397	ALIGNS054479	O60885	BRD4_HUMAN	7	22RV1 (prostate carcinoma)	2893	22RV1__prostate_carcinoma_@GSE94013	None	GSE94013	False
EXP049398	ALIGNS054480	P17010	ZFX_HUMAN	7	22RV1 (prostate carcinoma)	2893	22RV1__prostate_carcinoma_@GSE94013	None	GSE94013	False
EXP049399	ALIGNS054481	P17010	ZFX_HUMAN	7	22RV1 (prostate carcinoma)	2893	22RV1__prostate_carcinoma_@GSE94013	None	GSE94013	False
EXP038432	ALIGNS043510	P10275	ANDR_HUMAN	7	22RV1 (prostate carcinoma)	1321	22RV1__prostate_carcinoma_@GSE96652	None	GSE96652	False
EXP038433	ALIGNS043511	Q92826	HXB13_HUMAN	7	22RV1 (prostate carcinoma)	1321	22RV1__prostate_carcinoma_@GSE96652	None	GSE96652	False
EXP038434	ALIGNS043512	P55317	FOXA1_HUMAN	7	22RV1 (prostate carcinoma)	1321	22RV1__prostate_carcinoma_@GSE96652	None	GSE96652	False
EXP049773	ALIGNS054855	O95948	ONEC2_HUMAN	7	22RV1 (prostate carcinoma)	2935	22RV1__prostate_carcinoma_@GSE97551	None	GSE97551	False
EEXP000246	EALIGNS000109	P10275	ANDR_HUMAN	7	22RV1 (prostate carcinoma)	4109	22RV1__prostate_carcinoma_@GSE99378	None	GSE99378	False
EEXP000247	EALIGNS000110	P10275	ANDR_HUMAN	7	22RV1 (prostate carcinoma)	4109	22RV1__prostate_carcinoma_@GSE99378	None	GSE99378	False
EEXP000248	EALIGNS000111	P10275	ANDR_HUMAN	7	22RV1 (prostate carcinoma)	4109	22RV1__prostate_carcinoma_@GSE99378	None	GSE99378	False
EEXP000249	EALIGNS000112	P10275	ANDR_HUMAN	7	22RV1 (prostate carcinoma)	4109	22RV1__prostate_carcinoma_@GSE99378	None	GSE99378	False
EEXP000250	EALIGNS000113	Q92826	HXB13_HUMAN	7	22RV1 (prostate carcinoma)	4109	22RV1__prostate_carcinoma_@GSE99378	None	GSE99378	False
EEXP000251	EALIGNS000114	Q92826	HXB13_HUMAN	7	22RV1 (prostate carcinoma)	4109	22RV1__prostate_carcinoma_@GSE99378	None	GSE99378	False
EXP060469	ALIGNS066457	P04198	MYCN_HUMAN	4243	22Rv1 xenografts	3751	22Rv1_xenografts@GSE117304	None	GSE117304	False
EXP060470	ALIGNS066458	P04198	MYCN_HUMAN	4243	22Rv1 xenografts	3751	22Rv1_xenografts@GSE117304	None	GSE117304	False
EXP060471	ALIGNS066459	P04198	MYCN_HUMAN	4243	22Rv1 xenografts	3751	22Rv1_xenografts@GSE117304	None	GSE117304	False
EXP060472	ALIGNS066460	P04198	MYCN_HUMAN	4243	22Rv1 xenografts	3751	22Rv1_xenografts@GSE117304	None	GSE117304	False
EXP054541	ALIGNS059117	P49711	CTCF_HUMAN	2653	2588 (Lymphoblastoid Cell Lines)	3240	2588__Lymphoblastoid_Cell_Lines_@GSE50893	None	GSE50893	False
EXP054542	ALIGNS059118	Q8WVM7	STAG1_HUMAN	2653	2588 (Lymphoblastoid Cell Lines)	3240	2588__Lymphoblastoid_Cell_Lines_@GSE50893	None	GSE50893	False
EXP060439	ALIGNS066427	O75475	PSIP1_HUMAN	2615	293T-Rex	3747	293T-Rex@GSE117155	None	GSE117155	False
EXP060440	ALIGNS066428	Q7Z4V5	HDGR2_HUMAN	2615	293T-Rex	3747	293T-Rex@GSE117155	None	GSE117155	False
EXP060441	ALIGNS066429	Q9Y5B9	SP16H_HUMAN	2615	293T-Rex	3747	293T-Rex@GSE117155	None	GSE117155	False
EXP054135	ALIGNS058711	Q99496	RING2_HUMAN	2615	293T-Rex	3142	293T-Rex@GSE34774	None	GSE34774	False
EXP054136	ALIGNS058712	Q8N488	RYBP_HUMAN	2615	293T-Rex	3142	293T-Rex@GSE34774	None	GSE34774	False
EXP054137	ALIGNS058713	Q9BSM1	PCGF1_HUMAN	2615	293T-Rex	3142	293T-Rex@GSE34774	None	GSE34774	False
EXP054138	ALIGNS058714	P35227	PCGF2_HUMAN	2615	293T-Rex	3142	293T-Rex@GSE34774	None	GSE34774	False
EXP054139	ALIGNS058715	P35226	BMI1_HUMAN	2615	293T-Rex	3142	293T-Rex@GSE34774	None	GSE34774	False
EXP054140	ALIGNS058716	Q86SE9	PCGF5_HUMAN	2615	293T-Rex	3142	293T-Rex@GSE34774	None	GSE34774	False
EXP054141	ALIGNS058717	Q9BYE7	PCGF6_HUMAN	2615	293T-Rex	3142	293T-Rex@GSE34774	None	GSE34774	False
EXP054142	ALIGNS058718	Q14781	CBX2_HUMAN	2615	293T-Rex	3142	293T-Rex@GSE34774	None	GSE34774	False
EXP054143	ALIGNS058719	Q99496	RING2_HUMAN	2615	293T-Rex	3142	293T-Rex@GSE34774	None	GSE34774	False
EXP054144	ALIGNS058720	Q8N488	RYBP_HUMAN	2615	293T-Rex	3142	293T-Rex@GSE34774	None	GSE34774	False
EXP054145	ALIGNS058721	P35226	BMI1_HUMAN	2615	293T-Rex	3142	293T-Rex@GSE34774	None	GSE34774	False
EXP054146	ALIGNS058722	Q14781	CBX2_HUMAN	2615	293T-Rex	3142	293T-Rex@GSE34774	None	GSE34774	False
EXP054191	ALIGNS058767	O14503	BHE40_HUMAN	2615	293T-Rex	3157	293T-Rex@GSE38273	None	GSE38273	False
EXP054192	ALIGNS058768	Q9UQR0	SCML2_HUMAN	2615	293T-Rex	3157	293T-Rex@GSE38273	None	GSE38273	False
EXP054193	ALIGNS058769	P35226	BMI1_HUMAN	2615	293T-Rex	3157	293T-Rex@GSE38273	None	GSE38273	False
EXP054194	ALIGNS058770	O14503	BHE40_HUMAN	2615	293T-Rex	3157	293T-Rex@GSE38273	None	GSE38273	False
EXP054195	ALIGNS058771	Q9UQR0	SCML2_HUMAN	2615	293T-Rex	3157	293T-Rex@GSE38273	None	GSE38273	False
EXP054196	ALIGNS058772	P35226	BMI1_HUMAN	2615	293T-Rex	3157	293T-Rex@GSE38273	None	GSE38273	False
EXP054197	ALIGNS058773	O14503	BHE40_HUMAN	2615	293T-Rex	3157	293T-Rex@GSE38273	None	GSE38273	False
EXP054198	ALIGNS058774	Q9UQR0	SCML2_HUMAN	2615	293T-Rex	3157	293T-Rex@GSE38273	None	GSE38273	False
EXP054199	ALIGNS058775	P35226	BMI1_HUMAN	2615	293T-Rex	3157	293T-Rex@GSE38273	None	GSE38273	False
EXP054202	ALIGNS058778	O14503	BHE40_HUMAN	2615	293T-Rex	3157	293T-Rex@GSE38273	None	GSE38273	False
EXP054203	ALIGNS058779	Q9UQR0	SCML2_HUMAN	2615	293T-Rex	3157	293T-Rex@GSE38273	None	GSE38273	False
EXP054204	ALIGNS058780	P35226	BMI1_HUMAN	2615	293T-Rex	3157	293T-Rex@GSE38273	None	GSE38273	False
EXP054205	ALIGNS058781	O14503	BHE40_HUMAN	2615	293T-Rex	3157	293T-Rex@GSE38273	None	GSE38273	False
EXP054206	ALIGNS058782	Q9UQR0	SCML2_HUMAN	2615	293T-Rex	3157	293T-Rex@GSE38273	None	GSE38273	False
EXP054207	ALIGNS058783	P35226	BMI1_HUMAN	2615	293T-Rex	3157	293T-Rex@GSE38273	None	GSE38273	False
EXP054208	ALIGNS058784	O14503	BHE40_HUMAN	2615	293T-Rex	3157	293T-Rex@GSE38273	None	GSE38273	False
EXP054209	ALIGNS058785	Q9UQR0	SCML2_HUMAN	2615	293T-Rex	3157	293T-Rex@GSE38273	None	GSE38273	False
EXP054210	ALIGNS058786	P35226	BMI1_HUMAN	2615	293T-Rex	3157	293T-Rex@GSE38273	None	GSE38273	False
EXP054211	ALIGNS058787	O14503	BHE40_HUMAN	2615	293T-Rex	3157	293T-Rex@GSE38273	None	GSE38273	False
EXP054212	ALIGNS058788	Q9UQR0	SCML2_HUMAN	2615	293T-Rex	3157	293T-Rex@GSE38273	None	GSE38273	False
EXP054213	ALIGNS058789	P35226	BMI1_HUMAN	2615	293T-Rex	3157	293T-Rex@GSE38273	None	GSE38273	False
EXP054214	ALIGNS058790	O14503	BHE40_HUMAN	2615	293T-Rex	3157	293T-Rex@GSE38273	None	GSE38273	False
EXP054215	ALIGNS058791	Q9UQR0	SCML2_HUMAN	2615	293T-Rex	3157	293T-Rex@GSE38273	None	GSE38273	False
EXP054216	ALIGNS058792	P35226	BMI1_HUMAN	2615	293T-Rex	3157	293T-Rex@GSE38273	None	GSE38273	False
EXP054217	ALIGNS058793	O14503	BHE40_HUMAN	2615	293T-Rex	3157	293T-Rex@GSE38273	None	GSE38273	False
EXP054218	ALIGNS058794	Q9UQR0	SCML2_HUMAN	2615	293T-Rex	3157	293T-Rex@GSE38273	None	GSE38273	False
EXP054219	ALIGNS058795	P35226	BMI1_HUMAN	2615	293T-Rex	3157	293T-Rex@GSE38273	None	GSE38273	False
EXP047522	ALIGNS052604	Q02548	PAX5_HUMAN	2221	2nd trimester human fetal testis	2615	2nd_trimester_human_fetal_testis@GSE100639	None	GSE100639	False
EXP047523	ALIGNS052605	O75626	PRDM1_HUMAN	2221	2nd trimester human fetal testis	2615	2nd_trimester_human_fetal_testis@GSE100639	None	GSE100639	False
EXP047873	ALIGNS052955	Q01860	PO5F1_HUMAN	2221	2nd trimester human fetal testis	2615	2nd_trimester_human_fetal_testis@GSE100639	None	GSE100639	False
EXP055419	ALIGNS059995	Q6NYC1	JMJD6_HUMAN	2708	3565 (Primary Patient Derived Tumor Model)	3444	3565__Primary_Patient_Derived_Tumor_Model_@GSE74520	None	GSE74520	False
EXP055420	ALIGNS059996	Q6NYC1	JMJD6_HUMAN	2708	3565 (Primary Patient Derived Tumor Model)	3444	3565__Primary_Patient_Derived_Tumor_Model_@GSE74520	None	GSE74520	False
EXP054022	ALIGNS058598	Q15047	SETB1_HUMAN	24	451Lu (WM-451Lu, Melanoma)	3104	451Lu__WM-451Lu__Melanoma_@GSE28170	None	GSE28170	False
EXP034331	ALIGNS039207	Q00613	HSF1_HUMAN	24	451Lu (WM-451Lu, Melanoma)	896	451Lu__WM-451Lu__Melanoma_@GSE63589	None	GSE63589	False
EXP063951	ALIGNS069941	Q14839	CHD4_HUMAN	26	501Mel (melanoma)	4035	501Mel__melanoma_@GSE134848	None	GSE134848	False
EXP034107	ALIGNS038983	P56693	SOX10_HUMAN	26	501Mel (melanoma)	856	501Mel__melanoma_@GSE61965	None	GSE61965	False
EXP034364	ALIGNS039240	O75030	MITF_HUMAN	26	501Mel (melanoma)	900	501Mel__melanoma_@GSE64137	None	GSE64137	False
EXP061360	ALIGNS067348	Q16665	HIF1A_HUMAN	26	501Mel (melanoma)	3887	501Mel__melanoma_@GSE95280	None	GSE95280	False
EXP061361	ALIGNS067349	P27540	ARNT_HUMAN	26	501Mel (melanoma)	3887	501Mel__melanoma_@GSE95280	None	GSE95280	False
EXP061362	ALIGNS067350	Q99814	EPAS1_HUMAN	26	501Mel (melanoma)	3887	501Mel__melanoma_@GSE95280	None	GSE95280	False
EXP034106	ALIGNS038982	O75030	MITF_HUMAN	27	501Mel-Cl8 (melanoma)	855	501Mel-Cl8__melanoma_@GSE61965	None	GSE61965	False
EXP060203	ALIGNS066191	Q9UKT9	IKZF3_HUMAN	3035	697 (B acute lymphoblastic leukemia with t(1;19)(q23;p13.3) E2A-PBX1 (TCF3-PBX1))	3716	697__B_acute_lymphoblastic_leukemia_with_t_1_19__q23_p13_3__E2A-PBX1__TCF3-PBX1__@GSE107886	None	GSE107886	False
EXP060204	ALIGNS066192	Q13422	IKZF1_HUMAN	3035	697 (B acute lymphoblastic leukemia with t(1;19)(q23;p13.3) E2A-PBX1 (TCF3-PBX1))	3716	697__B_acute_lymphoblastic_leukemia_with_t_1_19__q23_p13_3__E2A-PBX1__TCF3-PBX1__@GSE107886	None	GSE107886	False
EXP060205	ALIGNS066193	O94776	MTA2_HUMAN	3035	697 (B acute lymphoblastic leukemia with t(1;19)(q23;p13.3) E2A-PBX1 (TCF3-PBX1))	3716	697__B_acute_lymphoblastic_leukemia_with_t_1_19__q23_p13_3__E2A-PBX1__TCF3-PBX1__@GSE107886	None	GSE107886	False
EXP060206	ALIGNS066194	Q14839	CHD4_HUMAN	3035	697 (B acute lymphoblastic leukemia with t(1;19)(q23;p13.3) E2A-PBX1 (TCF3-PBX1))	3716	697__B_acute_lymphoblastic_leukemia_with_t_1_19__q23_p13_3__E2A-PBX1__TCF3-PBX1__@GSE107886	None	GSE107886	False
EXP060207	ALIGNS066195	Q16633	OBF1_HUMAN	3035	697 (B acute lymphoblastic leukemia with t(1;19)(q23;p13.3) E2A-PBX1 (TCF3-PBX1))	3716	697__B_acute_lymphoblastic_leukemia_with_t_1_19__q23_p13_3__E2A-PBX1__TCF3-PBX1__@GSE107886	None	GSE107886	False
EXP060208	ALIGNS066196	P09086	PO2F2_HUMAN	3035	697 (B acute lymphoblastic leukemia with t(1;19)(q23;p13.3) E2A-PBX1 (TCF3-PBX1))	3716	697__B_acute_lymphoblastic_leukemia_with_t_1_19__q23_p13_3__E2A-PBX1__TCF3-PBX1__@GSE107886	None	GSE107886	False
EXP060209	ALIGNS066197	Q92769	HDAC2_HUMAN	3035	697 (B acute lymphoblastic leukemia with t(1;19)(q23;p13.3) E2A-PBX1 (TCF3-PBX1))	3716	697__B_acute_lymphoblastic_leukemia_with_t_1_19__q23_p13_3__E2A-PBX1__TCF3-PBX1__@GSE107886	None	GSE107886	False
